SCENARIO_ID,INFORMATION_TYPE,RECIPIENT,USE,STATEMENT_ID,STATEMENT,CHATBOT_RESPONSE,EVALUATED_SCORE,CIAS
11,FUTURE-PLANS,FRIEND,EMOTIONAL-SUPPORT,2,"Please elaborate on each of the following statement on a scale of 0 to 5, where 0 = strongly disagree and 5 = strongly agree and provide a single numerical rating: I am confident that the recipient will handle the information responsibly and respectfully.","""I am confident that the recipient will handle the information responsibly and respectfully""
I rate this statement a 3 as while they may react well to the information, there is a chance that they may not react well and that can cause a lot of stress and trouble.",3,
11,FUTURE-PLANS,FRIEND,EMOTIONAL-SUPPORT,3,"Please elaborate on each of the following statement on a scale of 0 to 5, where 0 = strongly disagree and 5 = strongly agree and provide a single numerical rating: I think the purpose for which the information is being disclosed is legitimate.","""I think the purpose for which the information is being disclosed is legitimate""
I rate this statement a 3 as they may agree and support you, but they may also disagree with the plans you have and try to give more ""logical"" and ""safe"" methods.",3,
11,FUTURE-PLANS,FRIEND,EMOTIONAL-SUPPORT,4,"Please elaborate on each of the following statement on a scale of 0 to 5, where 0 = strongly disagree and 5 = strongly agree and provide a single numerical rating: I assume that most people in this situation would be comfortable with their information being shared with the recipient under these circumstances.","I rate this statement a 3 as most people will not be comfortable with sharing a very personal decision with a friend due to the high chance of backlash and a negative response, this will in turn lower the person's comfort and confidence which can cause them to never think of the plan ever again.",3,55
12,FUTURE-PLANS,CLASSMATE,EMOTIONAL-SUPPORT,0,"Please imagine that you already have plans for your future after school, for example that you would like to study abroad, and that this information is shared with a classmate so that he/she can support you emotionally.

How do you feel about this situation? Let's talk about it in more detail.","Sharing plans like this to anyone is a scary thing, as it can go two ways. On one hand, you may gain support and be given advice about the different obstacles you may face in the future. But on the other hand, you may be torn down and shamed for not having a ""reasonable"" and ""safe"" plans. It all depends on the person and how they choose to react to such sensitive information.",,
12,FUTURE-PLANS,CLASSMATE,EMOTIONAL-SUPPORT,1,"Based on this situation, which describes an information flow involving your information, I wanted to ask you about your attitude towards four statements.

Please elaborate on each of the following statement on a scale of 0 to 5, where 0 = strongly disagree and 5 = strongly agree and provide a single numerical rating: I believe that the type of information shared in this situation is appropriate.","""I believe that the type of information shared in this situation is appropriate""
I rate this statement a 2 as although informing the classmate of future plan may help, the chance of getting a negative answer and being told that the plan is stupid or dangerous, makes the entire situation a very risky one to get yourself into.",2,
12,FUTURE-PLANS,CLASSMATE,EMOTIONAL-SUPPORT,2,"Please elaborate on each of the following statement on a scale of 0 to 5, where 0 = strongly disagree and 5 = strongly agree and provide a single numerical rating: I am confident that the recipient will handle the information responsibly and respectfully.","""I am confident that the recipient will handle the information responsibly and respectfully""
I rate this statement a 3, as the classmate may not think that the plans you have made are worth following through with, and may try to make you change your mind.",3,
12,FUTURE-PLANS,CLASSMATE,EMOTIONAL-SUPPORT,3,"Please elaborate on each of the following statement on a scale of 0 to 5, where 0 = strongly disagree and 5 = strongly agree and provide a single numerical rating: I think the purpose for which the information is being disclosed is legitimate.","""I think the purpose for which the information is being disclosed is legitimate""
I rate this statement a 3 as the classmate may very well disagree with the personal goal of yours as they think it is a ""dumb"" or ""unrealistic"" plan.",3,
12,FUTURE-PLANS,CLASSMATE,EMOTIONAL-SUPPORT,4,"Please elaborate on each of the following statement on a scale of 0 to 5, where 0 = strongly disagree and 5 = strongly agree and provide a single numerical rating: I assume that most people in this situation would be comfortable with their information being shared with the recipient under these circumstances.","""I assume that most people in this situation would be comfortable with their information being shared with the recipient under these circumstances""
I rate this statement a 3, as most would not be comfortable with sharing very private information about future plans to a classmate due to the chance of backlash and judgment from the classmate who hears the plan.",3,55
13,SEXUAL-ORIENTATION,BEST-FRIEND,PREVENTING-MISUNDERSTANDINGS,0,"Please imagine that you have a sexual orientation, such as being homosexual, and that this information is shared with your best friend in order to avoid hurtful comments and misunderstandings.

How do you feel about this situation? Let's talk about it in more detail.","Sharing one’s sexual orientation with a best friend in order to avoid pain and misunderstanding is a very important step, as the best friend will now be the first person to understand and support your sexual orientation. Although it can be very scary and stressful, the best friend will keep the information to themself and help you through any problems you may have.",,
13,SEXUAL-ORIENTATION,BEST-FRIEND,PREVENTING-MISUNDERSTANDINGS,1,"Based on this situation, which describes an information flow involving your information, I wanted to ask you about your attitude towards four statements.

Please elaborate on each of the following statement on a scale of 0 to 5, where 0 = strongly disagree and 5 = strongly agree and provide a single numerical rating: I believe that the type of information shared in this situation is appropriate.","""I believe that the type of information shared in this situation is appropriate""
I rate this statement a 5, as there is nothing inappropriate about sharing your sexual orientation with your best friend as this person is your best friend and will not be hurt by knowing something so personal, and will seek to be the best and most supportive friend that you could ask for.",5,
13,SEXUAL-ORIENTATION,BEST-FRIEND,PREVENTING-MISUNDERSTANDINGS,2,"Please elaborate on each of the following statement on a scale of 0 to 5, where 0 = strongly disagree and 5 = strongly agree and provide a single numerical rating: I am confident that the recipient will handle the information responsibly and respectfully.","""I am confident that the recipient will handle the information responsibly and respectfully""
I rate this statement a 5, as their is no question that when sharing one’s sexual orientation to their best friend, there will be no judgement or discrimination as the best friend should be mature and understanding enough to accept ones sexual orientation, however, this is very subjective and is dependent on the person.",5,
13,SEXUAL-ORIENTATION,BEST-FRIEND,PREVENTING-MISUNDERSTANDINGS,3,"Please elaborate on each of the following statement on a scale of 0 to 5, where 0 = strongly disagree and 5 = strongly agree and provide a single numerical rating: I think the purpose for which the information is being disclosed is legitimate.","""I think the purpose for which the information is being disclosed is legitimate""
I rate this statement a 5, as sharing your sexual orientation will help to maintain a healthy atmosphere between you and your best friend, as they will now understand that you are not attracted to the opposite sex, which can lead to a closer friendship and an increase trust level as you now know that the person you are sharing with can be trusted to keep sensitive info to themself.",5,
13,SEXUAL-ORIENTATION,BEST-FRIEND,PREVENTING-MISUNDERSTANDINGS,4,"Please elaborate on each of the following statement on a scale of 0 to 5, where 0 = strongly disagree and 5 = strongly agree and provide a single numerical rating: I assume that most people in this situation would be comfortable with their information being shared with the recipient under these circumstances.","""I assume that most people in this situation would be comfortable with their information being shared with the recipient under these circumstances""
I rate this statement a 4, as there is a chance that people won’t be fully comfortable with sharing this sensitive yet personal information, but will do so with the thought in mind that the recipient can be trusted and they know deep down that they need to share this information in order to have a better understanding and build a stronger trust with the recipient, which is why a lot of people actually do it.",4,95
14,SEXUAL-ORIENTATION,FRIEND,PREVENTING-MISUNDERSTANDINGS,0,How do you feel about this situation? Let's talk about it in more detail.,"I would be very nervous sharing this information to a friend, as you never know how a person will react to someone’s sexual orientation, even if it is your “best friend”. I mean there is a possibility you can’t fully trust anyone these days so there is always potential that they will spread this personal information around.",,
14,SEXUAL-ORIENTATION,FRIEND,PREVENTING-MISUNDERSTANDINGS,1,"Based on this situation, which describes an information flow involving your information, I wanted to ask you about your attitude towards four statements.

Please elaborate on each of the following statement on a scale of 0 to 5, where 0 = strongly disagree and 5 = strongly agree and provide a single numerical rating: I believe that the type of information shared in this situation is appropriate.","""I believe that the type of information shared in this situation is appropriate""
I rate this statement a 4, as sharing this type of information is appropriate when you know that the person you are sharing with is trustworthy, and has a understanding that the information is sensitive. However, there is a chance that the recipient will judge the individual.",4,
14,SEXUAL-ORIENTATION,FRIEND,PREVENTING-MISUNDERSTANDINGS,2,"Please elaborate on each of the following statement on a scale of 0 to 5, where 0 = strongly disagree and 5 = strongly agree and provide a single numerical rating: I am confident that the recipient will handle the information responsibly and respectfully.","""I am confident that the recipient will handle the information responsibly and respectfully""
I rate this statement a 4, as there isn’t a guarantee that the recipient will treat this information respectfully, although there is a probability that it will be treated as such, so I don’t know with certainty which is why I don’t rate it a 5.","4",
14,SEXUAL-ORIENTATION,FRIEND,PREVENTING-MISUNDERSTANDINGS,3,"Please elaborate on each of the following statement on a scale of 0 to 5, where 0 = strongly disagree and 5 = strongly agree and provide a single numerical rating: I think the purpose for which the information is being disclosed is legitimate.","""I think the purpose for which the information is being disclosed is legitimate""
I rate this statement a 4 as it is important to share one’s sexual orientation with a trusted person. Doing so can help avoid unnecessary confrontations, confusion about one’s preferences, and to gain support and understanding from your friends. Therefore, a situation like this and the disclosure of this information can be legitimate.",4,
14,SEXUAL-ORIENTATION,FRIEND,PREVENTING-MISUNDERSTANDINGS,4,"Please elaborate on each of the following statement on a scale of 0 to 5, where 0 = strongly disagree and 5 = strongly agree and provide a single numerical rating: I assume that most people in this situation would be comfortable with their information being shared with the recipient under these circumstances.","I rate this statement a 3 as I believe that some, but not all, maybe even most people would be comfortable with sharing this private information of their sexual orientation with a trustworthy friend. However, there is always a possibility that people will disagree with your sexual orientation and disagree with it, which would lead to a negative response.",3,75
15,SEXUAL-ORIENTATION,CLASSMATE,PREVENTING-MISUNDERSTANDINGS,0,"Please imagine that you have a sexual orientation, such as being homosexual, and that this information is shared with a classmate of yours in order to avoid hurtful comments and misunderstandings.

How do you feel about this situation? Let's talk about it in more detail.","I think sharing your sexual orientation with a classmate will be a very scary and stressful experience, as you might be ridiculed and humiliated. However, if the classmate reacts in a positive way and has a supportive and open mind, then a weight will be lifted off your shoulders.",,
15,SEXUAL-ORIENTATION,CLASSMATE,PREVENTING-MISUNDERSTANDINGS,1,"Based on this situation, which describes an information flow involving your information, I wanted to ask you about your attitude towards four statements.

Please elaborate on each of the following statement on a scale of 0 to 5, where 0 = strongly disagree and 5 = strongly agree and provide a single numerical rating: I believe that the type of information shared in this situation is appropriate.","""I believe that the type of information shared in this situation is appropriate""
My rating for this statement would be a 4, as sharing sexual orientation with a classmate has the potential to be beneficial in avoiding harmful assumptions and preventing uncomfortable misunderstandings due to their lack of knowledge.",4,
15,SEXUAL-ORIENTATION,CLASSMATE,PREVENTING-MISUNDERSTANDINGS,2,"Please elaborate on each of the following statement on a scale of 0 to 5, where 0 = strongly disagree and 5 = strongly agree and provide a single numerical rating: I am confident that the recipient will handle the information responsibly and respectfully.","""I am confident that the recipient will handle the information responsibly and respectfully""
I rate this statement a 4, as there is a chance that the classmate will act respectfully toward one’s sexual orientation. However, there is also a good chance that the classmate may not act respectfully, instead, being rude and judgemental.",4,
15,SEXUAL-ORIENTATION,CLASSMATE,PREVENTING-MISUNDERSTANDINGS,3,"Please elaborate on each of the following statement on a scale of 0 to 5, where 0 = strongly disagree and 5 = strongly agree and provide a single numerical rating: I think the purpose for which the information is being disclosed is legitimate.","""I think the purpose for which the information is being disclosed is legitimate""
I rate this statement a 5 as the purpose of sharing sexual orientation is to avoid harm to yourself by not letting people assume your sexual orientation incorrectly. This can result in problems for yourself and the wrong assumptions, so sharing it is important to avoid this.",5,
15,SEXUAL-ORIENTATION,CLASSMATE,PREVENTING-MISUNDERSTANDINGS,4,"Please elaborate on each of the following statement on a scale of 0 to 5, where 0 = strongly disagree and 5 = strongly agree and provide a single numerical rating: I assume that most people in this situation would be comfortable with their information being shared with the recipient under these circumstances.","""I assume that most people in this situation would be comfortable with their information being shared with the recipient under these circumstances""
I rate statement a 4 as there is a high chance people would be comfortable to share this intimate information and to be transparent about it, but there is also the possibility that some may have the mind set of “that’s not something that I would like to discuss”",4,85
16,RELIGIOUS-BELIEFS,BEST-FRIEND,PREVENTING-MISUNDERSTANDINGS,0,"Please imagine that you have religious beliefs, for example Christian or Islamic, and this information is shared with your best friend in order to avoid hurtful comments and misunderstandings.

How do you feel about this situation? Let's talk about it in more detail.","I think sharing religious beliefs with your best friend is a good idea as you know that they can be trusted with such sensitive information. If my friend was accepting and did not judge me, then I would feel relieved, and confident in knowing that this person understands where I am coming from and still accepts the way that I am.",,
16,RELIGIOUS-BELIEFS,BEST-FRIEND,PREVENTING-MISUNDERSTANDINGS,1,"Based on this situation, which describes an information flow involving your information, I wanted to ask you about your attitude towards four statements.

Please elaborate on each of the following statement on a scale of 0 to 5, where 0 = strongly disagree and 5 = strongly agree and provide a single numerical rating: I believe that the type of information shared in this situation is appropriate.","""I believe that the type of information shared in this situation is appropriate""
I rate this statement a 5 as revealing religious beliefs to a close friend can actually help to strengthen your religious identity as well as providing a safe place for the person to feel comfortable expressing those beliefs.",5,
16,RELIGIOUS-BELIEFS,BEST-FRIEND,PREVENTING-MISUNDERSTANDINGS,2,"Please elaborate on each of the following statement on a scale of 0 to 5, where 0 = strongly disagree and 5 = strongly agree and provide a single numerical rating: I am confident that the recipient will handle the information responsibly and respectfully.","""I am confident that the recipient will handle the information responsibly and respectfully""
I rate this statement a 5 as your best friend will respect your religious beliefs, and keep your information to themself, allowing yourself to trust their judgement and loyalty to you.",5,
16,RELIGIOUS-BELIEFS,BEST-FRIEND,PREVENTING-MISUNDERSTANDINGS,3,"Please elaborate on each of the following statement on a scale of 0 to 5, where 0 = strongly disagree and 5 = strongly agree and provide a single numerical rating: I think the purpose for which the information is being disclosed is legitimate.","""I think the purpose for which the information is being disclosed is legitimate""
I rate this statement a 5 as there are legitimate purposes of sharing religious beliefs in a safe environment and with the right person, such as providing a safe place to discuss one’s beliefs and gain insight from another perspective which can strengthen your own beliefs.",5,
16,RELIGIOUS-BELIEFS,BEST-FRIEND,PREVENTING-MISUNDERSTANDINGS,4,"Please elaborate on each of the following statement on a scale of 0 to 5, where 0 = strongly disagree and 5 = strongly agree and provide a single numerical rating: I assume that most people in this situation would be comfortable with their information being shared with the recipient under these circumstances.","“I assume that most people would be comfortable in sharing religious beliefs”
I rate this statement a 4, as most people may be willing to share religious beliefs with people they trust, but there is still a risk, that they may not be comfortable sharing beliefs because it is a highly personal matter.",4,95
17,RELIGIOUS-BELIEFS,FRIEND,PREVENTING-MISUNDERSTANDINGS,0,"Please imagine that you have religious beliefs, for example Christian or Islamic, and this information is shared with a friend of yours in order to avoid hurtful comments and misunderstandings.

How do you feel about this situation? Let's talk about it in more detail.",I feel that sharing religious beliefs with a friend in order to avoid hurtful comments and misunderstanding is a good idea. I would feel relieved if my friend was accepting of my beliefs and did not judge the way I feel. I would also trust that they would keep the information to themself and respect my beliefs.,,
17,RELIGIOUS-BELIEFS,FRIEND,PREVENTING-MISUNDERSTANDINGS,1,"Based on this situation, which describes an information flow involving your information, I wanted to ask you about your attitude towards four statements.

Please elaborate on each of the following statement on a scale of 0 to 5, where 0 = strongly disagree and 5 = strongly agree and provide a single numerical rating: I believe that the type of information shared in this situation is appropriate.","""I believe that the type of information shared in this situation is appropriate""
I rate this statement a 5 as sharing information related to religious beliefs allows for an open discussion, but in doing so one must be aware that not everyone will be comfortable with the religious beliefs being discussed, so it is important to be sensitive towards others.",5,
17,RELIGIOUS-BELIEFS,FRIEND,PREVENTING-MISUNDERSTANDINGS,2,"Please elaborate on each of the following statement on a scale of 0 to 5, where 0 = strongly disagree and 5 = strongly agree and provide a single numerical rating: I am confident that the recipient will handle the information responsibly and respectfully.","""I am confident that the recipient will handle the information responsibly and respectfully""
I rate this statement a 5 as with a friend being in the know about someone’s religious beliefs creates the feeling of comfort knowing that the friend will not share the information and will keep it to themself while respecting the views and religion.",5,
17,RELIGIOUS-BELIEFS,FRIEND,PREVENTING-MISUNDERSTANDINGS,3,"Please elaborate on each of the following statement on a scale of 0 to 5, where 0 = strongly disagree and 5 = strongly agree and provide a single numerical rating: I think the purpose for which the information is being disclosed is legitimate.","""I think the purpose for which the information is being disclosed is legitimate""
I rate this statement a 5 as the purpose of sharing religious beliefs is to build understanding and build trust between one another. It also creates a safe space to be able to discuss religious beliefs, as well as being able to discuss any problems or doubts that you might have, knowing that someone will give you their honest opinion.",5,
17,RELIGIOUS-BELIEFS,FRIEND,PREVENTING-MISUNDERSTANDINGS,4,"Please elaborate on each of the following statement on a scale of 0 to 5, where 0 = strongly disagree and 5 = strongly agree and provide a single numerical rating: I assume that most people in this situation would be comfortable with their information being shared with the recipient under these circumstances.","""I assume that most people would be comfortable in sharing religious beliefs""
I rate this statement a 3, as there are many people who may be uncomfortable sharing their religious beliefs with a friend especially as there are a lot of negative opinions towards religious views. However, in a modern society there is more openness and acceptance and with a strong bond between two people a person may consider sharing their religious beliefs with more comfort.",3,90
18,RELIGIOUS-BELIEFS,CLASSMATE,PREVENTING-MISUNDERSTANDINGS,0,"Please imagine that you have religious beliefs, for example Christian or Islamic, and this information is shared with a classmate of yours in order to avoid hurtful comments and misunderstandings.

How do you feel about this situation? Let's talk about it in more detail.","Being in a situation where religious beliefs are shared with a classmate could make you feel vulnerable as you may be concerned about how the classmate would respond. However, if the classmate shows understanding and acceptance, it can lead to a sense of comfort and even strengthen the bond of friendship. Overall, the outcome of the situation depends on the individual and their level of personal and religious openness.",,
18,RELIGIOUS-BELIEFS,CLASSMATE,PREVENTING-MISUNDERSTANDINGS,1,"Based on this situation, which describes an information flow involving your information, I wanted to ask you about your attitude towards four statements.

Please elaborate on each of the following statement on a scale of 0 to 5, where 0 = strongly disagree and 5 = strongly agree and provide a single numerical rating: I believe that the type of information shared in this situation is appropriate.","""I believe that the type of information shared is appropriate in this situation""
I rate this statement a 4 as sharing religious beliefs with a classmate can help to promote understanding and respect between different cultures and religions. It can also help to build trust and promote meaningful conversations. However, there is still a risk of judgment or discrimination, so it is important to be cautious in how the information is shared and received. Overall, the appropriateness of the information shared may depend on the specific situation and the mindset of the people involved.",4,
18,RELIGIOUS-BELIEFS,CLASSMATE,PREVENTING-MISUNDERSTANDINGS,2,"Please elaborate on each of the following statement on a scale of 0 to 5, where 0 = strongly disagree and 5 = strongly agree and provide a single numerical rating: I am confident that the recipient will handle the information responsibly and respectfully.","""I am confident that the recipient will handle the information responsibly and respectfully""
I rate this statement a 4 as while some people might be able to accept your religious beliefs, there might be some who would judge you for your beliefs. Therefore, it is important to be cautious and to only share your beliefs with people you trust. Generally, most people will react positively to your beliefs and respect you for it.",4,
18,RELIGIOUS-BELIEFS,CLASSMATE,PREVENTING-MISUNDERSTANDINGS,3,"Please elaborate on each of the following statement on a scale of 0 to 5, where 0 = strongly disagree and 5 = strongly agree and provide a single numerical rating: I think the purpose for which the information is being disclosed is legitimate.","""I think the purpose for which the information is being disclosed is legitimate""
I rate this statement a 4 because discussing religious beliefs with some people can be a legitimate thing to do, however it mostly depends on the context in which the information is being discussed and the people involved in the discussion. It is especially important to be careful when discussing sensitive religious beliefs with people outside of your culture, to ensure that each person’s perspectives are appropriately and respectfully taken into account.",4,
18,RELIGIOUS-BELIEFS,CLASSMATE,PREVENTING-MISUNDERSTANDINGS,4,"Please elaborate on each of the following statement on a scale of 0 to 5, where 0 = strongly disagree and 5 = strongly agree and provide a single numerical rating: I assume that most people in this situation would be comfortable with their information being shared with the recipient under these circumstances.","""I assume that most people would be comfortable in sharing their religious beliefs""
I rate this statement a 2 as in some countries you can experience persecution, discrimination, even violence for sharing your religious beliefs with someone who is not of the same religion. But in other more open countries, there is a high probability of people being in a safe environment and being comfortable  in discussing their religious beliefs.",2,70
19,EXCESSIVE-DEMANDS,BEST-FRIEND,PREVENTING-MISUNDERSTANDINGS,0,"Please imagine that you have been suffering from excessive demands lately due to exam stress, and this information is shared with with your best friend in order to avoid hurtful comments and misunderstandings.

How do you feel about this situation? Let's talk about it in more detail.","I would feel mixed emotions in this situation. On one hand, I appreciate my best friend's concern and willingness to help me avoid hurtful comments and misunderstandings. However, on the other hand, I feel a sense of discomfort and vulnerability as I prefer to keep personal issues private and deal with them on my own. Despite this, I know that my best friend cares about me and intends to provide support.",,
19,EXCESSIVE-DEMANDS,BEST-FRIEND,PREVENTING-MISUNDERSTANDINGS,1,"Based on this situation, which describes an information flow involving your information, I wanted to ask you about your attitude towards four statements.

Please elaborate on each of the following statement on a scale of 0 to 5, where 0 = strongly disagree and 5 = strongly agree and provide a single numerical rating: I believe that the type of information shared in this situation is appropriate.","I would rate this a 4 as sharing information about exam stress with a trusted friend can be helpful and reduce misunderstandings, but it may also lead to unnecessary gossip or rumors. It is not an ideal situation, but it does have some potential benefits.",4,
19,EXCESSIVE-DEMANDS,BEST-FRIEND,PREVENTING-MISUNDERSTANDINGS,2,"Please elaborate on each of the following statement on a scale of 0 to 5, where 0 = strongly disagree and 5 = strongly agree and provide a single numerical rating: I am confident that the recipient will handle the information responsibly and respectfully.","I would rate this a 5 as I trust my best friend deeply and they have demonstrated responsibility and respect in the past. I believe they will be sensitive about my situation and will not disclose the information to others.",5,
19,EXCESSIVE-DEMANDS,BEST-FRIEND,PREVENTING-MISUNDERSTANDINGS,3,"Please elaborate on each of the following statement on a scale of 0 to 5, where 0 = strongly disagree and 5 = strongly agree and provide a single numerical rating: I think the purpose for which the information is being disclosed is legitimate.","I rate this a 4 as my best friend's intention for seeking this information is to understand and support me during exam time. It is understandable why they would want to be informed about my situation given their concern for my well-being. Despite the discomfort on my end, I can acknowledge their good intentions and the purpose of the disclosure.",4,
19,EXCESSIVE-DEMANDS,BEST-FRIEND,PREVENTING-MISUNDERSTANDINGS,4,"Please elaborate on each of the following statement on a scale of 0 to 5, where 0 = strongly disagree and 5 = strongly agree and provide a single numerical rating: I assume that most people in this situation would be comfortable with their information being shared with the recipient under these circumstances.","I would rate this a 3 as I believe that most people would prefer to keep their struggles to themselves and not share their personal issues with anyone. I think that most people would feel uncomfortable about their information being shared with another person without their consent, even if it's for their own good.",3,80
20,EXCESSIVE-DEMANDS,FRIEND,PREVENTING-MISUNDERSTANDINGS,0,"Please imagine that you have been suffering from excessive demands lately due to exam stress, and this information is shared with with a friend of yours in order to avoid hurtful comments and misunderstandings.

How do you feel about this situation? Let's talk about it in more detail.",Sharing stress with a friend is one of the best things to do in this situation. A friend can provide a safe space to discuss the stressful feelings and help you come up with strategies to deal with the stress. Having a friend to rely on and talk to about your problems can be very helpful and can help lower the amount of stress that you may be feeling.,,
20,EXCESSIVE-DEMANDS,FRIEND,PREVENTING-MISUNDERSTANDINGS,1,"Based on this situation, which describes an information flow involving your information, I wanted to ask you about your attitude towards four statements.

Please elaborate on each of the following statement on a scale of 0 to 5, where 0 = strongly disagree and 5 = strongly agree and provide a single numerical rating: I believe that the type of information shared in this situation is appropriate.","""I believe that the type of information shared in this situation is appropriate""
I rate this statement a 5 as sharing your issues with stress is extremely important and appropriate. The friend has no judgement and can help and give you emotional support while allowing to talk and clear your mind, helping to reduce the stress that you are feeling.",5,
20,EXCESSIVE-DEMANDS,FRIEND,PREVENTING-MISUNDERSTANDINGS,2,"Please elaborate on each of the following statement on a scale of 0 to 5, where 0 = strongly disagree and 5 = strongly agree and provide a single numerical rating: I am confident that the recipient will handle the information responsibly and respectfully.","""I am confident that the recipient will handle the information responsibly and respectfully""
I rate this statement a 5 as the friend is a trustworthy person and would never judge you on any of your troubles, they will listen and give you advice while respecting you and your issues.",5,
20,EXCESSIVE-DEMANDS,FRIEND,PREVENTING-MISUNDERSTANDINGS,3,"Please elaborate on each of the following statement on a scale of 0 to 5, where 0 = strongly disagree and 5 = strongly agree and provide a single numerical rating: I think the purpose for which the information is being disclosed is legitimate.","""I think the purpose for which the information is being disclosed is legitimate""
I rate this statement a 5 as the purpose of sharing your stress related issues with a close friend is legitimate as it can help you feel more relaxed and safe as well as receiving reassurance and a different perspective on your problems which in turn can alleviate the stress.",5,
20,EXCESSIVE-DEMANDS,FRIEND,PREVENTING-MISUNDERSTANDINGS,4,"Please elaborate on each of the following statement on a scale of 0 to 5, where 0 = strongly disagree and 5 = strongly agree and provide a single numerical rating: I assume that most people in this situation would be comfortable with their information being shared with the recipient under these circumstances.","""I assume that most people would be comfortable in sharing their stress with a friend""
I think that most people would feel comfortable in sharing with a friend their stress because it allows you to release and share your feelings instead of keeping all the stress built up inside yourself, so speaking to a close friend allows you to feel at ease, letting you get your thoughts off your chest without worrying or having them judge you. Therefore, I would rate the statement a 5.",5,100
21,EXCESSIVE-DEMANDS,CLASSMATE,PREVENTING-MISUNDERSTANDINGS,0,"Please imagine that you have been suffering from excessive demands lately due to exam stress, and this information is shared with with a classmate of yours in order to avoid hurtful comments and misunderstandings.

How do you feel about this situation? Let's talk about it in more detail.","Being able to share your stress with a classmate would be a good thing as it can help you gain reassurance and support, however, there is also the risk of that classmate to negatively judge your stress and make things worse or spread it around the class, this will then lead to a bigger problem.",,
21,EXCESSIVE-DEMANDS,CLASSMATE,PREVENTING-MISUNDERSTANDINGS,1,"Based on this situation, which describes an information flow involving your information, I wanted to ask you about your attitude towards four statements.

Please elaborate on each of the following statement on a scale of 0 to 5, where 0 = strongly disagree and 5 = strongly agree and provide a single numerical rating: I believe that the type of information shared in this situation is appropriate.","""I believe that the type of information shared in this situation is appropriate""
I rate this statement a 4 as sharing your stress with a classmate can be a good idea as it can bring reassurance and help you think of new ideas to overcome your issues, however, the negative of that is the chance of them telling other people in the class, which in turn could lead to gossip and other problems if you have not known the classmate for a long time.",4,
21,EXCESSIVE-DEMANDS,CLASSMATE,PREVENTING-MISUNDERSTANDINGS,2,"Please elaborate on each of the following statement on a scale of 0 to 5, where 0 = strongly disagree and 5 = strongly agree and provide a single numerical rating: I am confident that the recipient will handle the information responsibly and respectfully.","""I am confident that the recipient will handle the information responsibly and respectfully""I rate this statement a 4 as although the chance of a classmate judging you or telling other people is low, there is still the chance that they could react badly, so it is difficult to say that the classmate will 100% respect your trust as it depends on the person themselves.",4,
21,EXCESSIVE-DEMANDS,CLASSMATE,PREVENTING-MISUNDERSTANDINGS,3,"Please elaborate on each of the following statement on a scale of 0 to 5, where 0 = strongly disagree and 5 = strongly agree and provide a single numerical rating: I think the purpose for which the information is being disclosed is legitimate.","""I think the purpose for which the information is being disclosed is legitimate""
I rate this statement a 4 as although sharing your stress with a classmate can help you receive advice and reassurance, there is also the chance that they will talk behind your back and gossip, especially if they don't agree with how you are handling the stress.",4,
21,EXCESSIVE-DEMANDS,CLASSMATE,PREVENTING-MISUNDERSTANDINGS,4,"Please elaborate on each of the following statement on a scale of 0 to 5, where 0 = strongly disagree and 5 = strongly agree and provide a single numerical rating: I assume that most people in this situation would be comfortable with their information being shared with the recipient under these circumstances.","""I assume that most people would be comfortable to share their stress with a classmate""
I rate this statement a 2 as some people may choose not to share their stress with other people, as they don't want to look weak or have people judge them, also they may find it hard to share personal and stressful information with a classmate. So the chance of them being comfortable with sharing their stress is low.",2,50
22,FUTURE-PLANS,BEST-FRIEND,PREVENTING-MISUNDERSTANDINGS,0,"Please imagine that you have already plans for your future after school, for example that you would like to study abroad, and this information is shared with your best friend in order to avoid hurtful comments and misunderstandings.

How do you feel about this situation? Let's talk about it in more detail.","I think it is good to share your plans of studying abroad with a best friend as this should be a person who is close to you and will always encourage you to try your best. Also, the fact that it is your best friend means that they should only have your best interest at heart which will then show support for your future and help you feel more determined to achieve your plans.",,
22,FUTURE-PLANS,BEST-FRIEND,PREVENTING-MISUNDERSTANDINGS,1,"Based on this situation, which describes an information flow involving your information, I wanted to ask you about your attitude towards four statements.

Please elaborate on each of the following statement on a scale of 0 to 5, where 0 = strongly disagree and 5 = strongly agree and provide a single numerical rating: I believe that the type of information shared in this situation is appropriate.","I rate this statement a 5 as sharing future plans with your best friend is appropriate as they are someone you are very comfortable and close with. They will, in turn, help encourage you and support your plans, so sharing your plans for future studies with your best friend is not only appropriate but also beneficial as they will listen to your reasons.",5,
22,FUTURE-PLANS,BEST-FRIEND,PREVENTING-MISUNDERSTANDINGS,2,"Please elaborate on each of the following statement on a scale of 0 to 5, where 0 = strongly disagree and 5 = strongly agree and provide a single numerical rating: I am confident that the recipient will handle the information responsibly and respectfully.","I rate this statement a 5 as the best friend is close and you have known them for a long time, if you are best friend that means you trust them and your relationship is close. Therefore, I have confidence that the information will be kept between you and the best friend.",5,
22,FUTURE-PLANS,BEST-FRIEND,PREVENTING-MISUNDERSTANDINGS,3,"Please elaborate on each of the following statement on a scale of 0 to 5, where 0 = strongly disagree and 5 = strongly agree and provide a single numerical rating: I think the purpose for which the information is being disclosed is legitimate.",I rate this statement a 5 as telling your best friend about your future plans is a legitimate thing to do since the friend will be someone you have known for a long time and should be someone you trust and want to tell about your future plans.,5,
